TAG=human-standing-white-head
TS=2019-08-18-12:53:24
HOSTNAME=centre-node
HEIGHT=230
TARGET_TEMP=24
BACKGROUND_TEMP=17.5

2019-08-18 12:53:27 1566129207 14.8 15.8 19.1 22.0 centre-node
16 15 16 16 16 15 15 15 
15 16 16 16 16 16 15 15 
16 15 16 16 16 15 16 15 
16 17 19 20 17 16 16 16 
16 18 22 20 17 16 15 15 
16 17 18 18 16 15 16 16 
16 16 16 16 16 15 15 15 
16 16 16 15 15 16 15 16 


diff
 1  0  1  1  1  0  0  0
 0  1  1  2  1  1  0  0
 2  0  2  2  2  0  1  0
 2  2  4  5  2  1  1  1
 1  4  7  5  2  1  0  0
 1  2  4  4  2  0  1  1
 1  1  2  2  1  0  0  0
 1  1  1  0  0  1  0  1
