TAG=human-prone-faceup
TS=2019-08-18-12:28:02
HOSTNAME=centre-node
HEIGHT=230
TARGET_TEMP=32.5
BACKGROUND_TEMP=17.5

2019-08-18 12:28:05 1566127686 12.8 14.0 17.5 18.8 centre-node
14 14 14 14 13 14 13 14 
14 14 14 14 14 14 13 13 
14 14 15 14 14 14 14 13 
16 16 18 19 16 14 14 14 
16 18 18 18 15 14 14 14 
15 15 14 15 14 14 14 14 
16 14 14 14 14 14 14 14 
14 14 14 14 14 14 14 13 


diff
 2  1  2  1  0  1  0  1
 1  1  1  2  1  1  0  0
 2  2  2  2  2  1  1  0
 4  3  5  6  4  1  1  1
 3  5  5  5  2  1  1  2
 2  2  2  2  2  1  1  1
 3  2  2  2  1  1  2  1
 1  2  1  1  1  1  1  0
