TAG=human-prone-faceup
TS=2019-08-18-12:27:52
HOSTNAME=centre-node
HEIGHT=230
TARGET_TEMP=32.5
BACKGROUND_TEMP=17.5

2019-08-18 12:27:55 1566127675 13.0 14.0 17.4 18.2 centre-node
14 14 14 14 14 14 13 14 
14 14 14 14 14 14 13 13 
14 14 14 14 14 14 14 14 
16 17 18 18 16 14 14 14 
16 18 18 17 16 14 13 14 
15 14 14 14 14 14 14 14 
15 14 14 14 14 14 14 14 
14 14 14 14 14 14 14 14 


diff
 1  1  1  1  1  0  0  1
 1  1  0  1  0  1  0  0
 1  1  1  1  2  1  1  0
 3  4  5  5  3  0  1  0
 3  4  5  4  2  1  0  1
 2  1  1  2  1  0  1  1
 2  1  1  1  1  1  0  1
 1  1  2  1  1  1  1  1
