2019-08-14 22:50:35 1565819435 16.2 20.0 23.7 24.2 centre-node
17 16 17 17 18 17 16 16 
16 18 21 21 20 18 17 17 
18 20 21 22 22 21 17 17 
20 20 20 22 23 22 19 17 
21 23 22 22 23 22 20 18 
20 24 24 24 24 22 20 17 
18 23 24 24 24 22 17 17 
18 18 20 22 20 17 17 16 


18 18 20 21 20 18 16 17 
18 23 24 23 20 20 18 16 
20 24 24 22 20 21 21 17 
22 24 24 22 22 22 21 17 
20 24 24 23 23 22 20 18 
17 22 22 22 22 21 18 17 
17 17 20 20 19 17 17 16 
16 17 17 18 17 17 17 16 

diff
 0  0  1  1  2  1  0  0
 0  2  4  4  3  2  1  0
 2  4  5  6  6  4  1  1
 4  4  4  6  7  6  3  1
 5  7  6  6  6  6  4  2
 4  7  8  8  7  6  3  1
 2  7  8  8  7  6  1  1
 1  2  4  5  4  1  1  0

 1  2  4  5  4  2  0  0
 2  7  7  7  4  4  2  0
 4  8  8  6  4  5  4  1
 5  8  8  6  6  6  4  1
 4  7  7  6  7  6  3  2
 1  6  6  6  6  4  2  1
 1  1  3  4  3  1  1  0
 0  1  1  2  1  1  0  0
