TAG=human-prone-face-down
TS=2019-08-18-12:31:38
HOSTNAME=centre-node
HEIGHT=230
TARGET_TEMP=31
BACKGROUND_TEMP=17.5

2019-08-18 12:31:41 1566127902 13.8 15.2 18.6 20.5 centre-node
16 15 15 16 15 15 15 15 
15 15 15 16 15 15 14 14 
15 15 16 16 16 14 15 14 
16 16 17 18 18 15 15 14 
18 20 20 20 19 15 15 16 
16 17 16 16 16 15 15 15 
16 16 16 16 15 15 15 15 
16 16 15 15 15 15 15 15 


diff
 2  1  1  2  1  1  1  2
 2  2  2  2  1  2  1  1
 2  1  2  2  2  1  1  0
 3  2  3  4  4  1  1  1
 4  6  7  6  5  2  1  2
 2  3  2  2  2  2  1  1
 2  2  2  2  1  1  2  1
 2  2  2  2  2  1  1  1
