TAG=img-proc-human-target-poc
TS=2019-08-16-13:53:39
HOSTNAME=centre-node
HEIGHT=220
TARGET_TEMP=
BACKGROUND_TEMP=18.2

2019-08-16 13:53:44 1565960025 15.0 16.4 23.2 25.5 centre-node
16 16 16 16 16 16 16 16 
16 16 19 18 17 17 17 16 
16 18 24 22 17 23 18 16 
18 20 26 23 18 18 16 16 
16 19 23 21 17 16 16 16 
16 17 20 18 16 16 16 16 
16 16 17 17 16 16 15 16 
17 16 16 16 16 16 16 15 


diff
 1  2  1  1  1  1  1  1
 1  2  4  3  2  2  2  1
 1  3  9  6  2  8  2  1
 2  6 10  8  3  2  1  0
 1  4  8  6  2  1  1  1
 2  2  5  3  1  1  1  1
 2  1  2  2  1  0  0  1
 2  1  2  1  1  1  1  0
