TAG=img-proc-human-target-poc
TS=2019-08-16-14:11:48
HOSTNAME=centre-node
HEIGHT=220
TARGET_TEMP=
BACKGROUND_TEMP=18.2

2019-08-16 14:11:54 1565961115 15.8 17.0 23.4 26.5 centre-node
17 16 17 16 16 17 16 16 
16 17 16 18 17 17 17 17 
16 17 21 21 18 23 18 16 
17 20 25 24 18 18 17 16 
17 20 26 26 18 16 16 16 
17 19 22 20 17 16 17 16 
17 17 18 17 17 16 16 16 
17 17 17 17 16 16 16 16 


diff
 1  0  1  1  1  1  0  0
 0  1  1  2  1  2  1  1
 1  2  6  5  2  7  2  0
 2  4  9  8  2  3  1  0
 2  4 11 10  3  1  0  0
 2  3  7  4  1  0  1  0
 2  2  2  2  1  0  1  0
 2  1  1  1  0  0  0  1
