TAG=human-seated
TS=2019-08-18-12:40:22
HOSTNAME=centre-node
HEIGHT=230
TARGET_TEMP=24
BACKGROUND_TEMP=17.5

2019-08-18 12:40:25 1566128426 13.8 15.0 19.5 21.2 centre-node
14 14 15 15 15 14 14 15 
14 14 14 16 15 14 14 14 
15 15 16 16 16 15 15 14 
15 15 16 19 19 15 15 14 
15 15 18 21 20 16 14 15 
14 15 17 20 20 15 15 15 
16 15 16 16 16 15 14 14 
15 15 16 15 15 14 15 15 


diff
 1  1  1  1  1  0  1  2
 1  1  1  2  1  1  0  0
 1  1  2  2  2  1  1  1
 2  1  2  6  5  1  1  1
 1  2  4  8  7  2  0  1
 1  2  3  6  6  2  1  1
 2  1  2  2  2  2  0  0
 1  1  2  1  1  1  1  1
