TAG=human-seated
TS=2019-08-18-12:40:09
HOSTNAME=centre-node
HEIGHT=230
TARGET_TEMP=24
BACKGROUND_TEMP=17.5

2019-08-18 12:40:12 1566128413 14.0 15.2 19.8 21.8 centre-node
15 15 14 15 15 15 15 15 
16 15 15 16 15 15 14 14 
15 15 16 16 16 15 15 14 
16 16 17 20 20 15 15 15 
15 16 17 22 21 16 15 15 
15 15 17 20 20 16 15 15 
16 16 16 16 16 15 15 15 
15 16 16 15 15 14 15 15 


diff
 1  1  0  1  1  1  1  1
 2  1  1  2  1  1  0  0
 1  1  2  2  2  1  1  0
 2  2  3  6  6  1  1  1
 1  2  3  8  7  2  1  1
 1  1  3  6  6  2  1  1
 2  2  2  2  2  1  1  1
 1  2  2  1  1  0  1  1
