TAG=human-seated
TS=2019-08-18-12:39:45
HOSTNAME=centre-node
HEIGHT=230
TARGET_TEMP=24
BACKGROUND_TEMP=17.5

2019-08-18 12:39:48 1566128388 14.2 15.1 19.5 21.2 centre-node
16 15 14 15 15 14 14 15 
15 15 15 15 14 15 14 15 
15 14 15 16 16 15 15 15 
15 16 16 19 19 15 14 14 
15 16 17 21 20 16 14 15 
14 15 17 20 20 16 15 15 
16 15 15 16 16 15 15 15 
15 16 16 16 16 15 15 14 


diff
 1  0  0  1  0  0  0  1
 1  1  1  1  0  0  0  1
 1  0  1  2  2  0  0  0
 1  1  2  5  4  1  0  0
 1  2  3  7  6  2  0  0
 0  1  2  5  5  1  1  0
 1  1  1  2  2  0  0  0
 1  1  1  1  2  0  1  0
