TAG=human-prone-side
TS=2019-08-18-12:39:29
HOSTNAME=centre-node
HEIGHT=230
TARGET_TEMP=24
BACKGROUND_TEMP=17.5

2019-08-18 12:39:32 1566128372 14.8 15.6 20.5 22.5 centre-node
15 16 16 15 16 15 15 15 
16 15 16 16 16 16 15 15 
16 16 17 16 17 16 15 15 
16 16 17 20 20 16 15 15 
16 16 18 22 22 17 15 15 
15 16 18 20 20 16 15 16 
16 16 16 17 17 16 16 15 
15 16 16 16 16 16 15 15 


diff
 0  1  1  0  1  0  0  0
 1  0  1  2  1  1  0  0
 1  1  2  2  2  1  0  0
 1  1  2  6  6  1  0  0
 1  1  4  8  7  2  0  0
 0  1  3  6  6  2  0  1
 1  1  2  2  2  1  1  0
 0  1  1  1  1  1  0  0
