TAG=human-standing
TS=2019-08-18-12:44:40
HOSTNAME=centre-node
HEIGHT=230
TARGET_TEMP=24
BACKGROUND_TEMP=17.5

2019-08-18 12:44:43 1566128683 14.2 15.2 18.3 20.8 centre-node
15 15 15 16 15 15 14 15 
15 15 16 16 15 15 15 14 
16 15 15 17 20 16 16 14 
15 16 16 18 21 18 15 15 
15 16 16 17 20 18 15 15 
15 16 15 16 16 16 15 15 
15 16 16 16 15 15 16 15 
15 16 15 15 14 15 14 14 


diff
 1  1  1  1  1  1  0  1
 1  1  1  2  1  1  0  0
 1  1  1  2  6  2  1  0
 1  2  2  4  6  3  1  0
 1  2  2  3  6  3  0  1
 1  2  1  2  2  1  1  0
 1  1  1  1  1  1  1  0
 1  1  1  1  0  1  0  0
