2019-08-15 14:39:04 1565876344 16.2 17.0 18.5 20.0 centre-node
18 17 17 17 17 17 18 19 
18 17 17 17 17 18 18 18 
20 17 18 17 17 17 17 16 
18 17 17 17 17 16 16 17 
17 17 17 17 17 17 16 17 
17 17 17 17 17 17 17 17 
19 16 17 17 17 16 16 16 
18 17 18 17 16 16 17 17 


diff
 1  0  0  1  0  1  2  3
 2  1  1  1  1  1  1  2
 4  1  1  0  1  0  1  0
 2  1  1  1  1  0  0  0
 1  1  1  0  0  0  0  0
 1  0  1  1  1  0  0  0
 3  0  1  1  1  0  0  0
 2  1  2  1  0  0  0  0
