2019-08-15 14:16:16 1565874976 14.8 16.0 16.5 18.5 centre-node
16 16 16 16 16 16 16 16 
16 16 16 16 16 16 16 15 
18 16 16 16 16 16 16 15 
18 16 16 16 16 16 16 16 
16 16 16 16 16 16 16 16 
16 16 16 16 16 16 16 16 
17 16 16 16 16 16 16 16 
16 16 16 16 16 16 16 16 


diff
 2  1  2  1  1  1  2  2
 1  1  2  1  1  1  1  0
 4  1  1  1  2  1  1  0
 4  1  1  2  1  1  2  1
 2  1  2  1  2  2  1  1
 1  2  2  2  1  1  1  1
 2  1  1  2  1  1  1  1
 1  2  1  2  1  1  1  2
